# Slot signatures the NPC kernel's shape recovers by reading bodies and call sites (story 29b-0),
# applied by `uv run elysium research kernel_shape` over the SDK 2013 and evidence tiers.
#
# module	slot	method	return	params	const	tier	evidence
#
# params: comma-separated Source types, empty for none. The parameter words match the image's
#         `RET n` unless the evidence explains a by-value aggregate or a hidden return slot.
# tier: walked    = read from the bodies and call sites the evidence cites
#       unsettled = read, and the reading cannot decide (the evidence says why)
vampire.dll	30	GetStealthHearingDist	float			walked	base 0x10026650 returns _DAT_104454c4 (0.0) in ST0; Troika 0x101aa650 returns the datamap member m_flStealthHearingDist +0x63cc
vampire.dll	31	Dump	void	int		walked	CBaseCombatCharacter::Dump 0x103222c0 passes arg1 unread through every Dump* helper, which end in DumpString 0x1009b640 printing only name/value with DevMsg; the word's type is never observed
vampire.dll	32	CanBeInteractiveUsed	bool	CBaseEntity*		walked	base 0x10026670 returns AL=0; CBaseTerminal 0x102180c0 tests m_bEnabled, arg1 (the player, +0xa8 non-null) against the user handle +0x8c and the screen cone; CBasePlayer::PlayerUse 0x10167850 and 0x10167d70 call it as the use gate (docs/vtmb/computer-terminals.md 4.5)
vampire.dll	33		int			walked	interactive-use mode id: base 0x10026690 returns -1, CPropHacking 0x1021a590 returns 0x12e; CBasePlayer 0x10182550 compares the held use target's value with 300 to select a view mode; name not recovered
vampire.dll	34	GetHighlightMaterial	int	CBaseEntity*		walked	CBaseCombatCharacter 0x10342800 resolves arg1 (0x10007e19), checks its slot +0x474 target is this and a +0x242c bit, returns 6 else 0; PlayerUseIconFilter 0x10342590 treats a positive value as icon-eligible
vampire.dll	35		int	CBaseEntity*		walked	use-icon id: base 0x100266d0 returns 0; Troika 0x102c0220 returns 0xe/0xf by IsMale(arg1) when slot +0x49c passes; CPayphone 0x101aa950 returns 0x2f; PlayerUseIconFilter 0x10342590 treats >0 as eligible; computer-terminals.md labels it ObjectCaps, which these return values contradict; name not recovered
vampire.dll	36		const char*			walked	required-weapon classname for an interactive use: base 0x100266f0 returns NULL; FUN_10167e00 compares it with the active weapon classname and Inventory_Find's it, CPropDoorknob answers item_g_lockpick (computer-terminals.md 7.1); name not recovered
vampire.dll	37		float			walked	interactive-use range: base 0x10026710 loads _DAT_104454c8 (80.0) in ST0, CPayphone 0x101aae40 another constant; FUN_10167e00 compares the Manhattan eye distance with it to pick slot 43 or 41; name not recovered
vampire.dll	38		CBaseEntity*	CBaseEntity*		walked	use redirect: base 0x10026730 returns this and pops 1 word; CBasePlayer::PlayerUse 0x10167850 calls it on the acquired target and uses the result (its +0x98 NPC self-pointer, slot 32, slot +0x1d4) as the entity actually used; name not recovered
vampire.dll	39	OnUseBegin	void	CBaseEntity*		walked	base 0x100a4fe0 fires m_OnUseBegin +0x5c with arg1 as activator and stores arg1's handle in +0x8c; dispatched by FUN_10167d70 on a rising +use edge with the player
vampire.dll	40		void	CBaseEntity*		walked	base 0x10026750 empty; FUN_10167e00 calls it with the player once the required weapon (slot 36) has been switched in; name not recovered
vampire.dll	41		void	CBaseEntity*		walked	base 0x10026770 empty; FUN_10167e00 calls it with the player every tick while inside slot 37's range (the near arm; CBaseTerminal 0x102182b0); name not recovered
vampire.dll	42	OnUseEnd	void	CBaseEntity*		walked	base 0x100a5030 fires m_OnUseEnd +0x74 with arg1 as activator and resets the user handle +0x8c to -1; the release FUN_10167fd0 dispatches it
vampire.dll	43		void	CBaseEntity*		walked	base 0x10026790 empty; FUN_10167e00 calls it with the player when the eye distance is at or beyond slot 37 (the far arm; CBaseTerminal 0x10218320 pins the pawn); name not recovered
vampire.dll	44		bool	CBaseEntity*		walked	base 0x100267b0 returns AL=1; CBasePlayer::PlayerUse 0x10167850 releases the held target when it answers true on a second +use press (CGameSign override returns 0); name not recovered
vampire.dll	45	PassesFindEntityFOVTrace	bool	CBaseEntity*, Vector, Vector, int		walked	0x100a5070 builds a ray from two by-value Vectors (words 2-4 start, 5-7 end), a trace filter from arg1 (0x101d3190) and traces with mask word 8, true when the hit entity is this or nothing is hit; 8 words = 1+3+3+1
vampire.dll	46		void			walked	base 0x100267d0 bare RET; CCameraTrack 0x100cc1c0 stamps the target start time/key/paused trio, fires +0x480 and schedules a think (camera-view-modes.md slots 46-53); name not recovered
vampire.dll	47		void			walked	base 0x100267f0 bare RET; CCameraTrack 0x100cc250 does the same for the view trio (camera-view-modes.md); name not recovered
vampire.dll	48		float			walked	camera roll: base 0x10026810 loads _DAT_104454c4 (0.0) in ST0, CCameraTrack 0x100cbef0 returns m_flViewRoll +0x4f0 (camera-view-modes.md); name not recovered
vampire.dll	49		float			walked	camera FOV: base 0x10026830 loads _DAT_104454cc (75.0) in ST0, CCameraTrack 0x100cbf10 returns m_flViewFOV +0x4ec (camera-view-modes.md); name not recovered
vampire.dll	50	GetCameraViewpointPosition	void	Vector&		walked	base 0x10026850 copies WorldSpaceCenter (+0x300) into arg1 and leaves a float word in EAX (an out-parameter, not a hidden return); CBaseCombatCharacter 0x10332010 fills arg1 via CalcLookData
vampire.dll	51	GetCameraTargetPosition	void	const Vector&, Vector&		walked	base 0x10026890 writes WorldSpaceCenter into arg2 and never reads arg1; CBaseCombatCharacter 0x103320b0 writes arg2 via CalcLookData or WorldSpaceCenter
vampire.dll	52	GetCameraFadeInTime	float			walked	base 0x100268d0 returns 0.0, CBaseCombatCharacter 0x103321a0 returns +0x10d0 in ST0 (camera-view-modes.md)
vampire.dll	53	GetCameraFadeOutTime	float			walked	base 0x100268f0 returns 0.0, CBaseCombatCharacter 0x10332240 returns the same +0x10d0 in ST0 (camera-view-modes.md)
vampire.dll	54		bool	CBaseEntity*		walked	enemy-memory owner hook: CAI_Memory::RefreshMemories 0x102df320 asks the owner (or every squad member via 0x103167f0) about an enemy whose +0x94 object reports 7 and forgets the record when true; base 0x10026910 returns 0; Troika 0x102b50b0 returns false only when arg1 is its GetEnemy (+0x29c), m_pSchedule +0x5c38 is set and condition 0x47 is clear; name not recovered
vampire.dll	55		void	CBaseEntity*, Vector, Vector		walked	enemy-memory created: CAI_Memory::UpdateMemory 0x102df700 dispatches it (or squad fan-out 0x10316890) with the enemy and the new record's two by-value Vectors (location, second vector) when a record is allocated; base 0x10026930 and Troika 0x102b5100 are bare RET 0x1c; name not recovered
vampire.dll	56		void	CBaseEntity*, Vector, Vector, const char*		walked	enemy-memory removed: RefreshMemories 0x102df320 (passing its own name string) and FUN_102dfaa0 dispatch it (squad fan-out 0x103169a0) with the enemy, the record's two Vectors and a reason string before freeing it; Troika 0x102b5120 clears the handle +0x1a94 via 0x10279b70(0) when arg1 is that entity; name not recovered
vampire.dll	57		void	CBaseEntity*, Vector, Vector		walked	enemy marked eluded: FUN_102dfd90 (string Asking MarkAsEluded...) dispatches it (squad fan-out 0x10316ab0) with the enemy and the record's two Vectors before setting the eluded byte +0x35; base 0x10026970 and Troika 0x102b51a0 are bare RET 0x1c; name not recovered
vampire.dll	58		void	CBaseEntity*		walked	unknown-enemy query: FUN_102dfed0 and FUN_102e0290 (strings Asking LastKnownPosition for enemy...) dispatch it (squad fan-out 0x10316bc0) with an enemy that has no memory record; base 0x10026990 and Troika 0x102b51c0 are bare RET 4; name not recovered
vampire.dll	59		void	CSceneEntity*		walked	scene actor start: FUN_10082c90 walks the scene's actor list (+0x4bc) and dispatches it on each actor with the scene; Troika 0x102b51e0 sets m_bInChoreoScene +0x5bc4 = 1 and +0x1590 = 1 when the scene's byte +0x57d is set; base 0x100269b0 empty; name not recovered
vampire.dll	60		void	CSceneEntity*		walked	scene actor cancel: FUN_10082d20, called from CSceneEntity::InputCancelPlayback 0x10082b80, dispatches it per actor; Troika 0x102b5220 clears m_bInChoreoScene +0x5bc4 and clears +0x1590 when scene +0x57d is set; name not recovered
vampire.dll	61		void	CSceneEntity*		walked	scene actor finish: FUN_10082db0, called from CSceneEntity::OnSceneFinished 0x10081b60, dispatches it per actor; Troika 0x102b5260 clears m_bInChoreoScene +0x5bc4 and clears +0x1590 when scene +0x57d is set; name not recovered
vampire.dll	62	SetOrigin	void	const Vector&		walked	0x100b2be0 compares arg1's three floats with +0x41c..+0x424, invalidates and copies them and sets byte +0x1b1
vampire.dll	63	SetOrigin	void	float, float, float		walked	0x10026a10 packs the three stack words into a local Vector and calls slot 62 SetOrigin (+0xf8) with its address; 3 words
vampire.dll	64	SetAngles	void	const QAngle&		walked	0x100b2d00 is the angle setter that slot 65's forwarder calls through +0x100 with a packed local
vampire.dll	65	SetAngles	void	float, float, float		walked	0x10026a50 packs the three stack words into a local and calls slot 64 SetAngles (+0x100) with its address; 3 words
vampire.dll	66	Hide	void			walked	0x1009d2a0 pops 0 words
vampire.dll	67	Unhide	void			walked	0x1009d380 pops 0 words
vampire.dll	68	ShouldIgnoreCollision	bool	CBaseEntity*		walked	Troika 0x1029afc0 derefs arg1 +0x94/+0x98/+0xa0/+0xa8/+0x4c as an entity, compares it with m_hKickPhysicsProp and the grapple partner +0x1538, returns a bool ending in IsIgnoreCollisionEntity
vampire.dll	69	NavIgnoreCollision	bool	CBaseEntity*		walked	Troika 0x1029b180 applies the same entity tests to arg1 with m_bNavIgnorePhysicsProps selecting the +0x4c flag mask, returning a bool
vampire.dll	70	IsMonster	bool			walked	0x1009d820 returns AL = byte +0x8e of the stat record looked up from +0x9c, 0 when absent
vampire.dll	71	PrecacheSoundTable	void			walked	0x1009d460 pops 0 words
vampire.dll	72		bool	int		walked	discipline-target predicate: FUN_101e1a60 passes the discipline record's +0x10 word and refuses the target when it answers false; base 0x10026ad0 returns 0, CAI_BaseNPC 0x1015dc20 (combat characters and players) returns 1, CCineAISchedule/CNPC_VCamera/CItemContainer/CBaseGrenade return 0; name not recovered
vampire.dll	73	CausesImpactDamage	bool	CBaseEntity*		walked	CBaseCombatCharacter 0x10340590 returns (GetFlags(arg1) & 0x20000000) != 0 in AL; TakeDamageFromCollision 0x100a8400 calls it on the other body with this
vampire.dll	74	ReceivesImpactDamage	bool	CBaseEntity*		walked	CBaseCombatCharacter 0x103404f0 returns AL=1; TakeDamageFromCollision 0x100a8400 calls it on this after slot 73
vampire.dll	75	TakeDamageFromCollision	void	int, gamevcollisionevent_t*		walked	0x100a8400 selects the other body as word(arg2+0x68+(arg1==0)*4), i.e. arg1 is the collision index and arg2 the collision event (SDK VPhysicsCollision(int, gamevcollisionevent_t*) shape)
vampire.dll	76	DrawDebugStatOverlays	void			walked	CAI_BaseNPC 0x102775e0 and Troika 0x1029c010 pop 0 words
vampire.dll	77	ScriptHide	void			walked	0x100a8710 pops 0 words (entity_io.md hidden state)
vampire.dll	78	ScriptUnhide	void			walked	0x100a8990 pops 0 words (entity_io.md hidden state)
vampire.dll	79	GetPredDescMap	datamap_t*			walked	CAI_BaseNPC 0x10321670 returns datamap 0x10619d10 and CBaseEntity's 0x1009e100 returns 0x10552d34, second maps distinct from each class's datamap (0x1061664c, 0x10552e18); it precedes GetServerClass/YouForgot/GetDataDescMap exactly as SDK 2013 DECLARE_PREDICTABLE precedes DECLARE_SERVERCLASS and DECLARE_DATADESC
vampire.dll	80	GetServerClass	ServerClass*			walked	Troika 0x102c5870 returns 0x109248d4 and CAI_BaseNPC 0x10321960 returns 0x10936d54, static objects whose initialisers 0x102c5820/0x10321910 write the class-name string and link them into the list head 0x1072bbd8
vampire.dll	81	YouForgotToImplementOrDeclareServerClass	int			walked	Troika 0x102c5890 and CAI_BaseNPC 0x10321980 return 0, the DECLARE_SERVERCLASS stub that follows GetServerClass in SDK 2013
vampire.dll	82	GetDataDescMap	datamap_t*			walked	CBaseEntity 0x100a2290 returns datamap 0x10552e18 (the CBaseEntity datamap record) and is dispatched at this slot by CBaseEntity::Save/Restore/AcceptInput/ReadKeyField
vampire.dll	83	GetEFlags	int			walked	0x100b4ef0 returns +0x268, the CBaseEntity datamap member m_iEFlags
vampire.dll	84	SetEFlags	void	int		walked	0x100b4f10 stores arg1 into m_iEFlags +0x268
vampire.dll	85	GetEdict	edict_t*			walked	0x100b3d10 returns +0x2e0, the edict the engine's IndexOfEdict (+0x8c) receives elsewhere
vampire.dll	86	ShouldTransmit	bool	int, const edict_t*, const void*, int, int		walked	CBaseEntity 0x100ab020 (RET 0x14) never reads word 1, resolves word 2 as the recipient edict (Instance), forwards words 2-5 to the network property's PVS test 0x101ab8f0 (edict, pvs bytes, pvs size, client area to CheckAreasConnected) and returns AL; SDK 2013 takes one CCheckTransmitInfo*, the image 5 words, word 1's type unobserved in the base, BCC 0x103407b0 and Troika 0x102c0420
vampire.dll	87	SetTransmit	void	CCheckTransmitInfo*		walked	0x100ab280 sets this edict's bit in arg1+0x10 (the transmit bit-vector) and recurses into the move parent's slot 87; SDK 2013 adds a bool the image does not pop
vampire.dll	88		bool			walked	0x10026b50 tail-jumps into 0x10146700 on the tracker at this+0x1b0 (interval word +0x4, countdown +0x6, flag bytes +0/+1/+2), which returns 1 when a change is pending; 0 words (the partition's missing RET is the tail jump); name not recovered
vampire.dll	89		void			walked	0x10026b70 tail-jumps into 0x10146790, which zeroes bytes +1/+2 of the tracker at this+0x1b0 (the flags slot 88 reads and SetOrigin 0x100b2be0 sets at +0x1b1); 0 words; name not recovered
vampire.dll	91	ShouldCollide	bool	int, int	const	walked	0x100b4de0 returns false when this+0x368 is 1 (COLLISION_GROUP_DEBRIS) and arg2 lacks 0x4000000 (CONTENTS_DEBRIS), else true: SDK 2013 ShouldCollide(int collisionGroup, int contentsMask) const
vampire.dll	96	GetAimEntEdict	edict_t*			walked	0x100a9ba0 resolves the handle +0x37c and returns that entity's +0x2e0 edict, NULL when unresolved
vampire.dll	101	ComputeWorldSpaceSurroundingBox	void	Vector*, Vector*		walked	Base 0x100ab430 is an empty RET 8 sitting right after TestHitboxes (100), the SDK 2013 declaration run TestCollision/TestHitboxes/ComputeWorldSpaceSurroundingBox(Vector*,Vector*) with matching 2-word arity; no NPC override, the listed possible callers are engine-interface dispatches, not entity ones.
vampire.dll	102	Physics_TraceEntity	void	CBaseEntity*, const Vector&, const Vector&, unsigned int, trace_t*		walked	0x100ab450 pushes the scope name "Physics_TraceEntity" and forwards all 5 words to 0x101cd110, which takes the entity's collideable (vfunc +0x8), builds a CTraceFilterSimple from the entity and its collision group and sweeps it through enginetrace +0x14 with the mask and trace_t out; CNPC_VManBat 0x1038fb20 repeats it with CTraceFilterManBatNoIBeamEntity; the SDK 2013 static helper of the same name has this exact parameter list, retail made it a virtual.
vampire.dll	108	KeyValue	bool	const char*, Vector		walked	0x1004fbb0 -> 0x1009eca0 formats three float params with "%f %f %f" and returns the AL of vfunc 110 (KeyValue(const char*,const char*)); 4 words = name pointer + Vector by value (SDK 2013 takes const Vector&); MSVC placed the three KeyValue overloads in reverse declaration order (108 Vector, 109 float, 110 string).
vampire.dll	109	KeyValue	bool	const char*, float		walked	0x1004fbf0 re-stores the second stack word and jumps to 0x1009ebb0, which formats one float with "%f", calls vfunc 110 with the name and buffer, and RET 8 leaving that call's AL; the float overload of the SDK 2013 KeyValue trio.
vampire.dll	110	KeyValue	bool	const char*, const char*		walked	0x101c1480 strcmpi's param_1 against "lip"/"distance", atof's param_2 into m_flLip / m_flMoveDistance and returns true, else tail-calls the base 0x1009e430 string KeyValue; both params are C strings and callers 0x1009eca0/0x1009ebb0 test the returned AL.
vampire.dll	111	MemberSync	void			walked	0x10337ca0 (name string "CBaseCombatCharacter::MemberSync") refreshes the CVStatListManager at +0x13a8 with the engine index and recomputes m_iGender, touching no stack argument; virtual callers PostConstructor, Save, IncBloodPool, DecBloodPool call it with no arguments and the image pops 0.
vampire.dll	112		void	int, int		walked	Base 0x10026bd0 is an empty RET 8; its only virtual caller CBaseAnimatingOverlay::StudioFrameAdvance 0x10098bb0 invokes it with (overlay layer index, that layer's word +0x20) when a finished layer with its kill byte set is zeroed, so it is a layer-finished notification with no SDK 2013 counterpart; name not recoverable from the image.
vampire.dll	114	PostClientMessagesSent	void			walked	0x100ad780 (name string "CBaseEntity::PostClientMessagesSent") only clears EF_ bits in m_fEffects (0x800 if 0x100 set, then 0x312) and reads no stack word; image pops 0.
vampire.dll	115		void	CBaseEntity*		walked	Base 0x10026bf0 is an empty RET 4; CBaseEntity::SetParent 0x100a0670 calls it (vfunc +0x1cc) on the newly resolved parent with the child entity as the argument after linking, i.e. a parent-side child-attached hook with no SDK 2013 virtual at this position; name not in the image.
vampire.dll	116	IsMarkedForDeletion	bool			walked	0x10027490 returns m_iEFlags & 1 (EFL_KILLME), the body of SDK 2013's inline IsMarkedForDeletion, which retail made virtual; 31 callers test the result as a bool.
vampire.dll	117	ObjectCaps	int			walked	Base 0x100b4320 returns 2 (FCAP_ACROSS_TRANSITION) and CPayphone 0x101aa7d0 returns base & ~2; the entity restore routine 0x101a3470 tests the result & 4 (FCAP_MUST_SPAWN) to pick Spawn or Precache; sits right before AcceptInput (118) as in SDK 2013.
vampire.dll	119	Kill	void			walked	0x1033cb90 (name string "CBaseCombatCharacter::Kill") only forwards to CBaseEntity::Kill with no stack word; image pops 0.
vampire.dll	125	DrawMuzzleOverlay	void			walked	0x1033e7e0 (name string "CBaseCombatCharacter::DrawMuzzleOverlay") gets the active weapon, its "muzzleflash" attachment and draws a +-3 box overlay; reads no stack argument, image pops 0.
vampire.dll	127	Restore	int	IRestore&		walked	CAI_BaseNPC::Restore 0x1027c160 calls restore->vfunc +0x8 on param_1 for the datadesc block at +0x19b4, passes param_1 to the base Restore and returns that result in EAX with RET 4, matching SDK 2013 int Restore(IRestore&).
vampire.dll	129	OnSave	void			walked	CBaseEntity::OnSave 0x100aa4e0 calls vfunc 98 (CalcAbsolutePosition) and one helper then plain RET; retail takes no IEntitySaveUtils* (SDK 2013 declares one parameter).
vampire.dll	130	OnRestore	void	bool		walked	The only dispatcher 0x1011a620 (end of entity restore) calls vfunc +0x208 with the byte BeginRestoreEntities 0x1011a710 stored from CServerGameDLL::LevelInit's old-level/landmark test; CAI_BaseNPC 0x1027bf50 and CAI_BaseNPCTroika 0x102998c0 pass the word down unchanged and CBaseEntity's 0x100aa5a0 overwrites it with 0 before tail-jumping to vfunc 6; SDK 2013 declares OnRestore() with no parameter, retail takes this one flag.
vampire.dll	131	RequiredEdictIndex	int			walked	0x10026c10 returns -1, the SDK 2013 CBaseEntity::RequiredEdictIndex body, at the declaration position after OnSave/OnRestore.
vampire.dll	132		void			walked	Base 0x10026c30 is an empty RET; its only dispatcher 0x101a3470 (transition entity restore) calls it with no arguments on the restored entity after Restore, ObjectCaps-driven Spawn/Precache and ForceTransmit; no SDK 2013 virtual sits between RequiredEdictIndex and MoveDone, name not recoverable.
vampire.dll	133	MoveDone	void			walked	0x101c1720 copies +0x494 to +0x498, settles the toggle state at +0x558 and tail-calls the member-function pointer at +0x114 (m_pfnMoveDone); PhysicsPusher/PhysicsParent/VPhysicsUpdatePusher call vfunc +0x214 with no arguments when the move time elapses, as SDK 2013 MoveDone.
vampire.dll	134	Think	void			walked	0x10026c70 pushes the scope name "CBaseEntity::Think" and calls m_pfnThink when set; RET 0 (decompiler's param_1 is stack residue).
vampire.dll	135		float	float		walked	0x101c10d0 takes a move-time float, applies the m_flMoveRebound* velocity/angular-velocity curve toward m_vecFinalDest/m_vecFinalAngle and returns the float in ST0; called only from CBaseEntity::PhysicsPusher and PhysicsParent (vfunc +0x21c) with the frame move time right before the push, a retail insertion with no SDK 2013 virtual; name not recoverable.
vampire.dll	136		bool			walked	CBaseEntity 0x10026d30 returns false, CAI_BaseNPC family 0x101a6860 and CAmbientGeneric 0x101ac2a0 return true; no dispatch site in the corpus targets slot 136, so the flag's meaning (and name) is not recoverable.
vampire.dll	137	GetBaseAnimating	CBaseAnimating*			walked	CBaseEntity 0x10026d50 returns 0 and every CBaseAnimating-derived class uses 0x1004fc50 returning this; CBaseCombatCharacter::CreateCorpse and CBaseEntity::GetParentToWorldTransform call it to reach animating attachments, as SDK 2013 GetBaseAnimating.
vampire.dll	139	DeathNotice	void	CBaseEntity*		walked	Base 0x10026d70 is empty RET 4; CNPCMaker 0x1034bc90 takes the child NPC, marks its byte +0x44c, fires m_OnNPCDied/m_OnLastNPCDied and decrements m_cLiveChildren, the SDK 2013 DeathNotice(CBaseEntity* pVictim) contract right after Classify (138).
vampire.dll	141	TraceAttack	void	const CTakeDamageInfo&, const Vector&, trace_t*		walked	CAI_BaseNPC::TraceAttack 0x10266780 copies 0x13 words from param_1 (the damage info, first word a CVDmg_t*), stores trace +0x44 hitgroup to m_LastHitGroup and +0x48 physicsbone to m_nForceBone, passes param_2 as the direction to vfunc 146 and RET 0xc; retail drops SDK 2013's CDmgAccumulator* 4th parameter.
vampire.dll	145	BloodColor	int			walked	0x1014fa10 returns m_bloodColor (+0x1570) with plain RET; TraceAttack 0x10266780 passes the result to SpawnBlood 0x102699e0 and 0x10268ef0 compares it with -1 (DONT_BLEED) and 0x14.
vampire.dll	146	TraceBleed	void	CVDmg_t*, const Vector&, trace_t*		walked	0x10268ef0 returns early for DONT_BLEED, reads param_1 +0x4 (CVDmg_t base damage) and +0x10 (DMG_ bits & 0xc7), jitters param_2 (direction) and traces from param_3's startpos to paint blood decals, RET 0xc; TraceAttack 0x10266780 calls it with the damage info's CVDmg_t pointer, the direction and the trace; SDK 2013's non-virtual TraceBleed(float, const Vector&, trace_t*, int) folds into the CVDmg_t pointer.
vampire.dll	147	IsTriggered	bool	CBaseEntity*		walked	0x10026db0 returns true and pops 1, the SDK 2013 IsTriggered(CBaseEntity* pActivator) body at its declaration slot right after BloodColor.
vampire.dll	148	AddPoints	void	int, bool		walked	Base 0x10026dd0 is an empty RET 8; CBasePlayer 0x1016aa50 loops every client, asks g_pGameRules vfunc +0x100 (PlayerRelationship) and calls this slot with its own two arguments on teammates (== 1), exactly SDK 2013 CBasePlayer::AddPointsToTeam calling AddPoints(score, bAllowNegativeScore); virtual in retail (HL1-era declaration).
